label,x,y,width,height,filename,resX,resY
Small Bright Trough,740,225,28,24,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,0,12,28,65,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Large Dim Peak,329,426,28,25,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Large Dim Peak,217,356,28,27,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Large Dim Peak,472,408,28,26,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Large Dim Peak,328,426,28,33,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_1_Z.jpg,514,514
Large Dim Peak,290,430,28,32,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_1_Z.jpg,514,514
Large Bright Peak,188,122,28,19,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_20_1_Z.jpg,514,514
Large Bright Trough,267,340,28,20,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_4_Z.jpg,514,514
Small Bright Trough,827,872,39,42,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,764,635,29,28,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,739,516,29,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,730,74,29,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,271,850,29,22,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,282,67,29,25,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,539,28,29,24,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,94,284,29,27,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,111,1834,29,24,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1415,876,29,24,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,562,831,29,45,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,758,242,29,29,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,451,248,29,29,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,0,470,29,47,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Large Bright Peak,485,294,29,25,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_7_Z.jpg,514,514
Large Bright Peak,0,258,29,27,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_7_Z.jpg,514,514
Large Bright Trough,279,162,29,23,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,722,76,29,33,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,859,385,29,25,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,747,942,29,29,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Dim Peak,747,295,29,27,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Dim Peak,997,387,29,42,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,265,333,29,20,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_3_Z.jpg,514,514
Small Bright Trough,736,866,39,34,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,395,535,37,41,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,328,829,37,38,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,412,855,37,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,484,31,30,26,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,328,274,30,22,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,633,144,30,24,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,353,422,30,22,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,575,793,30,24,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,583,756,30,24,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1072,155,30,23,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,564,916,30,30,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,388,1205,30,32,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,407,1972,30,34,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1109,1789,30,31,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1248,1187,30,32,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1530,1036,30,29,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1533,370,30,32,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1931,1976,30,24,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1978,626,30,39,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1833,407,30,29,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Dim Trough,179,413,18,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Peak,454,184,30,20,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_4_Z.jpg,514,514
Large Bright Peak,484,130,30,17,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_1_Z.jpg,514,514
Large Bright Peak,133,272,30,29,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Large Dim Peak,31,460,30,16,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_1_Z.jpg,514,514
Small Dim Trough,345,185,31,28,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,737,55,37,28,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,822,534,36,41,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Dim Trough,902,103,36,30,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,224,451,35,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,838,625,35,31,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,892,589,31,33,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,509,737,31,29,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,822,713,31,33,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,434,680,31,38,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,589,869,31,33,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,157,33,31,50,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,285,274,31,21,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1020,114,31,22,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1157,96,31,28,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,667,251,31,40,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,399,251,31,24,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,122,49,31,37,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,870,212,31,36,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,221,227,31,28,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,691,166,31,32,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,347,394,31,40,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,370,233,31,36,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,708,41,31,33,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,754,101,31,31,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,731,372,31,36,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,55,710,31,170,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Dim Trough,246,373,18,13,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Small Bright Trough,293,462,31,28,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,927,358,31,32,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,356,210,31,33,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Large Bright Peak,483,282,31,21,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_6_Z.jpg,514,514
Large Bright Trough,27,260,31,25,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,563,251,31,23,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,797,869,31,35,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,127,806,31,29,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Dim Peak,69,481,31,27,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Dim Peak,436,312,31,29,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Small Dim Trough,474,106,17,22,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Small Bright Trough,82,0,35,13,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,734,733,34,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,579,585,32,31,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,699,691,32,28,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,822,61,32,27,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,828,754,32,27,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,717,835,32,37,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,213,576,32,35,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,944,608,32,26,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,613,1180,32,32,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1558,537,32,28,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,596,506,32,32,WSe2-SL445_211118_-1.4V_50x50_Z_009.jpg,1024,1024
Small Bright Trough,492,221,32,32,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,17,959,32,60,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,992,209,32,36,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,792,0,32,29,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Dim Trough,718,24,32,35,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,716,177,32,36,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,358,471,32,29,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,576,60,32,32,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,844,344,32,28,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,728,257,32,40,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Large Bright Peak,55,263,32,24,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_7_Z.jpg,514,514
Small Bright Trough,78,490,34,33,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,665,412,34,33,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,287,796,34,32,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Dim Trough,763,83,34,30,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,782,563,33,33,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,700,104,33,31,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,940,64,33,45,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,412,707,33,28,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,248,900,33,27,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Large Bright Peak,759,1347,33,35,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Large Bright Peak,744,1276,33,35,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,832,891,33,33,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,448,920,33,25,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,229,1122,33,30,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,198,1726,33,35,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1514,1103,33,33,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1415,1041,33,35,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1428,333,33,33,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1517,305,33,25,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,273,15,33,28,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,123,724,33,72,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,490,919,33,67,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,577,815,33,40,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,675,50,33,24,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,762,201,33,36,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,622,191,33,37,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,378,274,33,45,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Dim Trough,421,353,33,36,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,456,415,33,35,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,460,127,33,35,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,648,93,33,35,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,682,42,33,23,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,746,0,33,28,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,991,590,33,65,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Large Bright Peak,86,155,33,15,WSe2_SL358_201202_1V_500x500_53_6_Z.jpg,514,514
Large Bright Peak,301,281,33,25,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_7_Z.jpg,514,514
Large Bright Trough,269,437,33,31,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,263,218,33,25,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,786,977,33,25,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,2,866,33,25,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,54,739,33,17,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Dim Peak,311,693,33,25,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Dim Peak,976,472,33,31,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Dim Peak,414,333,33,30,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_2_Z.jpg,514,514
Large Dim Peak,218,297,33,26,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_28_1_Z.jpg,514,514
Small Bright Trough,559,836,34,29,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,525,807,33,39,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,84,762,33,35,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Dim Trough,906,222,33,33,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,194,782,33,30,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,882,674,32,34,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,525,794,34,29,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,491,2028,34,20,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1380,651,34,25,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Large Bright Peak,366,271,34,17,WSe2_SL358_201202_1V_500x500_53_6_Z.jpg,514,514
Large Bright Peak,60,255,34,17,WSe2_SL358_201202_1V_500x500_53_6_Z.jpg,514,514
Large Bright Peak,18,160,34,24,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_7_Z.jpg,514,514
Large Bright Peak,314,254,34,28,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_5_Z.jpg,514,514
Small Bright Trough,616,574,32,34,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,722,470,31,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,986,189,31,34,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,626,315,35,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,628,570,35,36,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,965,749,35,31,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,223,102,35,37,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,547,219,35,28,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,629,341,35,29,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,654,1820,35,31,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,963,1948,35,34,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,486,1520,35,30,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1438,626,35,32,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,808,424,35,41,WSe2-SL445_211118_-1.4V_50x50_Z_009.jpg,1024,1024
Small Bright Trough,819,88,35,47,WSe2-SL445_211118_-1.4V_50x50_Z_009.jpg,1024,1024
Small Bright Trough,957,120,35,44,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,553,31,35,31,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,160,12,35,32,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,174,826,35,61,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,526,783,35,59,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,399,904,35,47,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,709,52,35,40,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,893,303,35,38,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,264,209,35,29,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,646,227,35,33,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,845,463,35,33,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Dim Trough,477,274,17,20,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Small Dim Trough,73,36,17,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Small Bright Trough,872,257,35,29,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,276,161,35,37,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Large Bright Trough,140,316,35,23,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,17,97,35,29,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,632,3,35,29,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Dim Peak,300,516,35,21,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Dim Peak,807,566,35,33,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Large Bright Trough,253,0,36,33,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Large Bright Peak,303,205,36,36,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,217,479,31,31,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,259,369,31,30,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,594,716,36,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,664,521,36,31,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,498,3,36,47,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,32,68,36,37,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,147,850,36,26,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,412,1185,36,32,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,511,1621,36,31,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,1760,49,36,32,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,113,157,36,43,WSe2-SL445_211118_-1.4V_30x30_Z_017.jpg,512,512
Large Bright Peak,988,444,36,86,WSe2-SL445_211118_-1.4V_50x50_Z_009.jpg,1024,1024
Small Bright Trough,12,191,36,37,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,170,291,36,35,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,709,470,36,35,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,58,308,36,29,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,308,0,36,22,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,163,150,36,41,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,38,223,36,36,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,753,422,36,36,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,110,292,36,38,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,712,340,36,36,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,581,969,36,55,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,927,477,36,36,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,732,485,36,191,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,786,326,36,54,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,620,444,36,36,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Dim Trough,198,220,17,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Small Dim Trough,223,230,36,46,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,979,420,36,31,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,0,323,36,51,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
